dataset,fold,variant,variant_label,epoch_global,stage,stage_boundary_marker,train_total_loss,train_pred_loss,val_loss,val_acc,val_f1,primary_selected,comp_selected,mask_overlap,rule_count,seed,n_train,n_val,n_features,n_outputs,task_kind,elapsed_seconds
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,25,Stage1 soft,,0.008191934848825137,0.003169474443420768,0.13304707432786625,0.97,0.9697478991596639,2378.0,2622.0,0.0,18.0,42001,4800,1200,5000,1,binary,15.654137047939003
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,26,Stage1 soft,,0.008191343036790689,0.003169282137726744,0.13355052570501963,0.9708333333333333,0.9705634987384356,2388.0,2612.0,0.0,18.0,42001,4800,1200,5000,1,binary,16.260109968483448
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,27,Stage1 soft,,0.008185598105192184,0.0031638493171582617,0.1316442165275415,0.9725,0.9722455845248108,2380.0,2620.0,0.0,18.0,42001,4800,1200,5000,1,binary,16.894922401756048
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,28,Stage1 soft,,0.008184844702482224,0.00316329812631011,0.13315712730089824,0.9725,0.9721988205560236,2401.0,2599.0,0.0,18.0,42001,4800,1200,5000,1,binary,17.558096914552152
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,29,Stage1 soft,,0.00817765270670255,0.0031562794155130785,0.13014570568998654,0.9716666666666667,0.9713804713804713,2396.0,2604.0,0.0,18.0,42001,4800,1200,5000,1,binary,18.27622684650123
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,30,Stage1 soft,,0.008180304616689681,0.003159091367075841,0.12808247198661168,0.9725,0.9722455845248108,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,18.92307869810611
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,31,Primary hard,Primary hard,0.0010459066741168499,0.0010459066741168499,0.0961886208007733,0.9683333333333334,0.9681208053691275,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,19.634973982349038
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,32,Primary hard,,0.0028816735465079547,0.0028816735465079547,0.09734700739383698,0.9658333333333333,0.9656903765690377,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,20.227244338020682
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,33,Primary hard,,0.0019606289143363634,0.0019606289143363634,0.09404796734452248,0.9683333333333334,0.9682804674457429,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,20.841957153752446
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,34,Primary hard,,0.0015869779512286187,0.0015869779512286187,0.09472261647383372,0.9675,0.9674185463659147,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,21.443158650770783
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,35,Primary hard,,0.0011631554691120983,0.0011631554691120983,0.09327492405970891,0.97,0.9698996655518395,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,22.06602317467332
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,36,Primary hard,,0.0009765717495853702,0.0009765717495853702,0.09331719651818275,0.97,0.9698996655518395,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,22.748286078684032
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,37,Primary hard,,0.0008076038040841619,0.0008076038040841619,0.0926646122833093,0.9733333333333334,0.9733333333333334,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,23.39610794465989
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,38,Primary hard,,0.0007519792548070351,0.0007519792548070351,0.08909064789613087,0.9733333333333334,0.9732441471571907,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,24.043013173155487
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,39,Primary hard,,0.0007659523701295256,0.0007659523701295256,0.08557783688108127,0.9725,0.9723849372384937,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,24.723690968938172
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,40,Primary hard,,0.0008072437803881864,0.0008072437803881864,0.08404973857104778,0.9733333333333334,0.9731993299832495,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,25.416383436881006
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,41,Primary hard,,0.0009119711754222711,0.0009119711754222711,0.08248486114044984,0.9716666666666667,0.9715242881072027,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,26.041724381037056
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,42,Primary hard,,0.0009567298196877042,0.0009567298196877042,0.08185278328756491,0.9733333333333334,0.9732441471571907,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,26.69458484929055
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,43,Primary hard,,0.0009941189844782153,0.0009941189844782153,0.08086677556236585,0.9741666666666666,0.9740585774058578,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,27.278621573001146
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,44,Primary hard,,0.001005391951960822,0.001005391951960822,0.0787478157877922,0.9741666666666666,0.9740585774058578,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,27.881922954693437
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,45,Primary hard,,0.0009862618489811818,0.0009862618489811818,0.07885789123674233,0.9741666666666666,0.9740585774058578,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,28.489525254815817
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,46,Primary hard,,0.0009966372838243842,0.0009966372838243842,0.07790637058516343,0.9733333333333334,0.9731993299832495,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,29.15350933559239
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,47,Primary hard,,0.0010020478582009674,0.0010020478582009674,0.07739392849306266,0.975,0.9749163879598662,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,29.81975043192506
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,48,Primary hard,,0.000991936839806537,0.000991936839806537,0.07818563503523668,0.9758333333333333,0.9757727652464494,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,30.443605962209404
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,49,Primary hard,,0.0009858666158591707,0.0009858666158591707,0.07954556147257487,0.975,0.9749163879598662,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,31.137490372173488
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,50,Primary hard,,0.0009679732906321684,0.0009679732906321684,0.07864185844858487,0.9741666666666666,0.9740585774058578,2409.0,2591.0,0.0,18.0,42001,4800,1200,5000,1,binary,31.834630673751235
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,51,Unfreeze refinement,Unfreeze refinement,0.027808159440755844,0.02253245102862517,0.10331443319718044,0.9758333333333333,0.9757727652464494,2457.0,867.0,0.0,18.0,42001,4800,1200,5000,1,binary,33.59924193099141
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,52,Unfreeze refinement,,0.01837590739130974,0.013097007094571988,0.11386652695635954,0.9683333333333334,0.9683333333333334,2378.0,645.0,0.0,18.0,42001,4800,1200,5000,1,binary,35.34505312796682
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,53,Unfreeze refinement,,0.012444197461009025,0.0071588690082232155,0.12256966590881348,0.9691666666666666,0.969140950792327,2441.0,847.0,0.0,18.0,42001,4800,1200,5000,1,binary,36.97842761594802
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,54,Unfreeze refinement,,0.008256586578985056,0.0029752681652704875,0.12731518718103568,0.9708333333333333,0.9706621961441744,2463.0,746.0,0.0,18.0,42001,4800,1200,5000,1,binary,38.82569690607488
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,55,Unfreeze refinement,,0.007422090979913871,0.0021362356779476006,0.13380985458691916,0.9683333333333334,0.9682274247491639,2439.0,991.0,0.0,18.0,42001,4800,1200,5000,1,binary,40.664102487266064
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,56,Unfreeze refinement,,0.0070523405509690445,0.0017652370128780604,0.14205089231332144,0.9675,0.9674728940783986,2485.0,958.0,0.0,18.0,42001,4800,1200,5000,1,binary,42.399738441221416
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,57,Unfreeze refinement,,0.00686376815661788,0.0015786110423505306,0.13968779817223548,0.9725,0.9725228975853455,2432.0,1119.0,0.0,18.0,42001,4800,1200,5000,1,binary,44.04159383010119
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,58,Unfreeze refinement,,0.006836795192211867,0.0015488304787625868,0.13329483970999717,0.9708333333333333,0.9707602339181286,2372.0,1053.0,0.0,18.0,42001,4800,1200,5000,1,binary,45.58567526936531
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,59,Unfreeze refinement,,0.006805400432397922,0.001512215567442278,0.11823105330268542,0.9733333333333334,0.9731993299832495,2233.0,1240.0,0.0,18.0,42001,4800,1200,5000,1,binary,47.23395073786378
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,60,Unfreeze refinement,,0.006890477929264307,0.0015849242374921838,0.11038978949189186,0.975,0.9749582637729549,2045.0,1212.0,0.0,18.0,42001,4800,1200,5000,1,binary,48.76404402218759
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,61,Unfreeze refinement,,0.007032192684710026,0.0017132413821915786,0.10844073792298635,0.9741666666666666,0.9741451209341118,1897.0,1277.0,0.0,18.0,42001,4800,1200,5000,1,binary,50.49794054962695
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,62,Unfreeze refinement,,0.007247899603098631,0.0019182346295565367,0.10365102286140124,0.9741666666666666,0.9741451209341118,1805.0,1341.0,0.0,18.0,42001,4800,1200,5000,1,binary,52.162566961720586
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,63,Unfreeze refinement,,0.007496300761898359,0.002161369730407993,0.10615101411938667,0.9741666666666666,0.974188176519567,1781.0,1363.0,0.0,18.0,42001,4800,1200,5000,1,binary,53.811297356151044
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,64,Unfreeze refinement,,0.007698715956260761,0.002365699872995416,0.10379910220702489,0.9758333333333333,0.9758534554537885,1836.0,1324.0,0.0,18.0,42001,4800,1200,5000,1,binary,55.459911067038774
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,65,Unfreeze refinement,,0.00783854490146041,0.0025113947223871945,0.10621206223964691,0.9758333333333333,0.97581317764804,1899.0,1286.0,0.0,18.0,42001,4800,1200,5000,1,binary,57.16012369282544
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,66,Unfreeze refinement,,0.008029325616856415,0.002708302503451705,0.10393290283779304,0.9725,0.9724770642201835,1976.0,1194.0,0.0,18.0,42001,4800,1200,5000,1,binary,58.79010181315243
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,67,Unfreeze refinement,,0.00816157940775156,0.002849832574526469,0.10099104511241118,0.9733333333333334,0.9732441471571907,2074.0,1160.0,0.0,18.0,42001,4800,1200,5000,1,binary,60.41176323778927
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,68,Unfreeze refinement,,0.008198037060598533,0.00289319759234786,0.1025194514542818,0.9758333333333333,0.9756915339480302,2120.0,1101.0,0.0,18.0,42001,4800,1200,5000,1,binary,61.97268945351243
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,69,Unfreeze refinement,,0.008163423649966717,0.002860902144263188,0.10341749608516693,0.9758333333333333,0.97581317764804,2147.0,1082.0,0.0,18.0,42001,4800,1200,5000,1,binary,63.59225109219551
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,70,Unfreeze refinement,,0.008197813120981057,0.0028963551949709654,0.1005939431488514,0.9766666666666667,0.9766277128547579,2147.0,1103.0,0.0,18.0,42001,4800,1200,5000,1,binary,65.3343914533034
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,71,Unfreeze refinement,,0.008084063443044822,0.0027837445276478927,0.0975586593647798,0.9766666666666667,0.9765886287625418,2179.0,1023.0,0.0,18.0,42001,4800,1200,5000,1,binary,67.12057923991233
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,72,Unfreeze refinement,,0.008042612249652544,0.0027421248611062764,0.10003065034747123,0.975,0.9749582637729549,2154.0,1051.0,0.0,18.0,42001,4800,1200,5000,1,binary,68.72932405304164
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,73,Unfreeze refinement,,0.0079608300079902,0.0026590405808140836,0.10058837617437044,0.9766666666666667,0.9765494137353434,2154.0,1043.0,0.0,18.0,42001,4800,1200,5000,1,binary,70.4258179794997
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,74,Unfreeze refinement,,0.007958284293611844,0.002656571213155985,0.09991375116010506,0.9733333333333334,0.9731993299832495,2115.0,1006.0,0.0,18.0,42001,4800,1200,5000,1,binary,72.04809469450265
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,75,Unfreeze refinement,,0.007934498898684979,0.0026313593331724404,0.1016349529226621,0.9766666666666667,0.9767054908485857,2139.0,1052.0,0.0,18.0,42001,4800,1200,5000,1,binary,73.70793295279145
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,76,Unfreeze refinement,,0.007924972747762998,0.0026226814184337854,0.10210725588103135,0.9758333333333333,0.9757322175732217,2135.0,1002.0,0.0,18.0,42001,4800,1200,5000,1,binary,75.56951043475419
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,77,Unfreeze refinement,,0.007912819062670072,0.0026100550685077906,0.10037475494047006,0.9775,0.9774058577405857,2127.0,1058.0,0.0,18.0,42001,4800,1200,5000,1,binary,77.38537235651165
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,78,Unfreeze refinement,,0.00794017410526673,0.002636908258621891,0.10047023651500543,0.9766666666666667,0.9765494137353434,2143.0,1045.0,0.0,18.0,42001,4800,1200,5000,1,binary,78.90360271371901
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,79,Unfreeze refinement,,0.007993469300369422,0.0026919347575555244,0.10038621524969736,0.9758333333333333,0.9756915339480302,2137.0,1029.0,0.0,18.0,42001,4800,1200,5000,1,binary,80.28115600068122
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,80,Unfreeze refinement,,0.00802109319716692,0.002717509058614572,0.10276836161812146,0.9741666666666666,0.9741451209341118,2124.0,1009.0,0.0,18.0,42001,4800,1200,5000,1,binary,81.89503804035485
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,81,Unfreeze refinement,,0.007968345185120901,0.002666534815604488,0.1066666553914547,0.9741666666666666,0.9741019214703425,2166.0,966.0,0.0,18.0,42001,4800,1200,5000,1,binary,83.59930573031306
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,82,Unfreeze refinement,,0.008013195128490528,0.0027125301553557316,0.09886760304371515,0.9741666666666666,0.9741019214703425,2145.0,1036.0,0.0,18.0,42001,4800,1200,5000,1,binary,85.23302350379527
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,83,Unfreeze refinement,,0.007954069077968598,0.0026519673814376196,0.09491493552923203,0.9766666666666667,0.9765100671140939,2167.0,1066.0,0.0,18.0,42001,4800,1200,5000,1,binary,86.86765951104462
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,84,Unfreeze refinement,,0.007969053077201048,0.0026687369868159294,0.10280872017145157,0.975,0.9749163879598662,2150.0,1026.0,0.0,18.0,42001,4800,1200,5000,1,binary,88.52461076434702
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,85,Unfreeze refinement,,0.008004402071237563,0.002703892979770899,0.10542554073035718,0.9766666666666667,0.9766666666666667,2178.0,1003.0,0.0,18.0,42001,4800,1200,5000,1,binary,90.20894887018949
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,86,Unfreeze refinement,,0.008019347414374352,0.002722030070920785,0.1077629055082798,0.9783333333333334,0.9782608695652174,2216.0,919.0,0.0,18.0,42001,4800,1200,5000,1,binary,91.85506216157228
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,87,Unfreeze refinement,,0.00802455806483825,0.0027293177880346776,0.09848734808464844,0.9783333333333334,0.9782971619365609,2213.0,984.0,0.0,18.0,42001,4800,1200,5000,1,binary,93.52381403930485
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,88,Unfreeze refinement,,0.00805080346763134,0.0027557695563882587,0.0957635518660148,0.975,0.9749582637729549,2225.0,945.0,0.0,18.0,42001,4800,1200,5000,1,binary,95.1042594993487
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,89,Unfreeze refinement,,0.008038468261559805,0.0027437619461367527,0.0988673130919536,0.9775,0.9773679798826488,2180.0,977.0,0.0,18.0,42001,4800,1200,5000,1,binary,96.87565231509507
Gisette,1,stage1_unfreeze_refinement,Stage1 primary then joint unfreeze refinement,90,Unfreeze refinement,,0.00793471938620011,0.0026370233421524366,0.1077564863115549,0.9783333333333334,0.978369384359401,2207.0,999.0,0.0,18.0,42001,4800,1200,5000,1,binary,98.4671853305772
